0.0314996,0.0423372,0.000148858
0.125515,0.0417786,0.000143837
0.221854,0.0401826,0.000139782
0.318193,0.0374693,0.000133274
0.414531,0.0337363,0.000124168
0.51087,0.0293572,0.000113416
0.607208,0.0245755,0.000101483
0.703547,0.0196745,8.88732e-05
0.799886,0.015088,7.62788e-05
0.896224,0.0109178,6.38848e-05
0.992563,0.00744958,5.23177e-05
1.0889,0.00473065,4.23245e-05
1.18524,0.00267078,3.3713e-05
1.28158,0.00154513,2.7744e-05
1.37792,0.000911071,2.3823e-05
1.47426,0.000653526,2.20194e-05
1.57059,0.000590767,2.1479e-05
1.66693,0.000563828,2.16073e-05
1.76327,0.000546072,2.13439e-05
1.85961,0.000551883,2.09547e-05
1.95595,0.000600949,2.09523e-05
2.05229,0.000569117,2.04917e-05
2.14863,0.00058458,1.9956e-05
2.24497,0.000564898,1.95961e-05
2.3413,0.000554229,1.89093e-05
2.43764,0.000529933,1.83143e-05
2.53398,0.000480618,1.74246e-05
2.63032,0.000442163,1.66025e-05
2.72666,0.000444487,1.59803e-05
2.823,0.000399402,1.52596e-05
2.91934,0.000365869,1.45674e-05
3.01567,0.000348606,1.38101e-05
3.11201,0.000330208,1.3425e-05
3.20835,0.000310836,1.30641e-05
3.30469,0.000309716,1.28379e-05
3.40103,0.000304096,1.26174e-05
3.49737,0.000304567,1.23029e-05
3.59371,0.000289777,1.22955e-05
3.69005,0.000301092,1.1902e-05
3.78638,0.000301391,1.18091e-05
3.88272,0.000299902,1.16598e-05
3.97906,0.000291467,1.15967e-05
4.0754,0.000296566,1.15075e-05
4.17174,0.000296879,1.12452e-05
4.26808,0.000291796,1.10565e-05
4.36442,0.000319131,1.11941e-05
4.46075,0.000317278,1.12839e-05
4.55709,0.000310365,1.11797e-05
4.65343,0.000313437,1.12041e-05
4.74977,0.000308673,1.09951e-05
4.84611,0.000304726,1.08245e-05
4.94245,0.000307723,1.08241e-05
5.03879,0.000320136,1.10179e-05
5.13512,0.000313206,1.09064e-05
5.23146,0.00032143,1.10155e-05
5.3278,0.00031036,1.0872e-05
5.42414,0.000325938,1.08747e-05
5.52048,0.000342392,1.10549e-05
5.61682,0.000331916,1.09035e-05
5.71316,0.00031595,1.09282e-05
5.8095,0.000328122,1.09962e-05
5.90583,0.000323491,1.07351e-05
6.00217,0.000324774,1.09834e-05
6.09851,0.000341982,1.08902e-05
6.19485,0.000325051,1.08035e-05
6.29119,0.000346373,1.07901e-05
6.38753,0.000344528,1.07596e-05
6.48387,0.000331737,1.07943e-05
6.5802,0.000340641,1.07035e-05
6.67654,0.000332468,1.07558e-05
6.77288,0.000357239,1.09445e-05
6.86922,0.000360965,1.07492e-05
6.96556,0.000380437,1.09558e-05
7.0619,0.000381958,1.0926e-05
7.15824,0.000374353,1.09627e-05
7.25458,0.000393473,1.13395e-05
7.35091,0.00038696,1.12718e-05
7.44725,0.000381423,1.12171e-05
7.54359,0.000393618,1.11197e-05
7.63993,0.000405275,1.12059e-05
7.73627,0.000417209,1.13326e-05
7.83261,0.00042927,1.12352e-05
7.92895,0.000426748,1.13166e-05
8.02528,0.00042111,1.1236e-05
8.12162,0.0004505,1.1406e-05
8.21796,0.000461404,1.17275e-05
8.3143,0.000457561,1.1664e-05
8.41064,0.00045865,1.17396e-05
8.50698,0.000448358,1.14524e-05
8.60332,0.000453018,1.13899e-05
8.69965,0.000456166,1.13041e-05
8.79599,0.000456896,1.14388e-05
8.89233,0.000452228,1.14464e-05
8.98867,0.000438126,1.12823e-05
9.08501,0.000438305,1.14833e-05
9.18135,0.000435095,1.12175e-05
